no_topic = 6
Topic 0:
내용,75013.02820971308
도로명주소,55059.95031211667
주소,47594.687771257
정보,42513.275394941236
데이터,39538.44251607026
제공,34343.10150929274
조치,31653.836196475284
검토,30178.034104153223
도움,27707.693110757536
센터,27482.34895229623
연계,26607.720763657857
자료,25300.827510546886
신청,23654.567595367764
원인,22178.802937407232
파일,21555.947643284224
시스템,19633.61944115263
사업단,19144.749158487793
승인,18276.593132370308
구역,17173.92327887906
전환,16261.828175575261
접속,16028.90733128084
지도,15004.006780333193
오류,14017.260270554905
검색,13269.212395298813
정상,13147.76489440914
코드,12949.689448682977
통화,12870.102105485697
전체,11966.703856546352
담당자,11623.501160952566
카이스,11584.933931807831
반영,11432.804272985553
교차로,11423.059888818481
서비스,11186.905840872463
행정,11066.408718104889
유선,10931.077775395328
부분,10908.517990688555
변경,9706.698701575093
전자,9494.628225889792
기관,9098.111081217738
화면,8668.160170232899
발생,8556.750522977209
업데이트,8490.663714190621
매칭,8237.485758211864
홈페이지,7965.488068307338
기능,7897.32244456849
시군,7616.8015203117375
이용,7301.2192637358585
추출,7259.6245408228015
개선,7185.702249097444
작업,7121.795437054283
구축,7027.08620821505
첨부,6986.772693863038
서버,6823.0188901120755
설치,6748.65980213232
광장,6713.742774961692
설정,6631.634725472268
운영,6487.839984105635
번호,6392.127387858934
적용,6338.164401817099
국가,6318.45600847923
변동,6261.193087008838
처리,6128.408553467937
집합,6076.320802415954
문제,5978.300811146293
활용,5922.742884313153
입력,5859.455038135504
출력,5829.304428438778
관리,5547.975416029025
프로그램,5477.574703294969
연결,5472.43223431277
삭제,5299.707137094712
기존,4998.646496218257
작성,4958.753586545698
상담원,4889.850284816732
개발,4846.084594975926
시도,4842.308931829224
오픈,4828.202521773239
필요,4819.151552147033
자리,4706.853091319179
동일,4666.259745008371
조회,4654.108891473833
방식,4580.693635853653
원단,4503.563261498157
메뉴,4428.401050672961
지원,4382.5021219369455
통합,4354.146428745422
새우편번호,4333.235002862492
예정,4177.301148674131
사용자,4164.966851117429
실행,3983.089746782615
다운로드,3969.531490895274
기준,3921.900878981843
등록,3863.609817080821
참고,3789.8084097080127
전화,3755.8197018491296
검수,3739.4882386705926
경계,3725.628402172081
팝업,3482.027951722901
표시,3399.1990874322
진행,3369.8709412161434
Topic 1:
고시,30057.937994005624
대상,28099.425457438392
표기,28032.506052568395
주소,21261.756670781673
지역,15766.356935263862
도로명,10592.696460376043
서울,9925.984292864052
도로명주소,9575.03160171425
변경,8175.663209781095
영문,7136.398955272696
주민,7085.180638469989
전산,5534.735570456068
발급,5241.494729049894
담당,5237.176770877945
부천시,5107.259949532897
주민센터,4898.571440534457
관할,4889.375266362844
처리,4511.918630879379
관리,4151.290664056057
일자,4138.136576650031
고지,3891.1534265251507
법정동,3827.5023929104395
개별,3627.0845299682733
부분,3582.6153977206277
경기도,3543.155848190729
신고,3524.0902893742746
부서,3508.3653906579316
검색,3369.1968692002033
참고,2959.383406284627
전입,2738.887293689992
안양시,2711.854408853496
행정동,2710.435082301348
관악구,2629.6250679344253
민원,2608.461018216301
연락처,2183.863230360322
대상자,2146.885686808358
반영,2073.430505339035
등기,2041.4432451232954
행자부,1986.7594048659666
서대문구,1981.1710816586644
담당자,1968.9208190822892
업무,1923.961329823084
고지문,1918.2756634447699
조회,1867.4274223867505
번호,1863.4058721722447
홈페이지,1835.7255017261555
은평구,1822.4587791329566
버퍼,1749.5291587552315
날짜,1625.7561695907577
등기부,1600.2325427488915
등본,1547.8692180681746
시스템,1487.4303969974426
전화,1443.3673710379433
민원인,1441.055061866634
인쇄,1412.6899866921626
기준,1411.5928840116487
동안구,1411.1649662311156
기재,1372.453982356181
위례,1346.2198355243468
통영시,1315.986910110976
행정,1315.4282712351219
가평군,1274.101556900693
원미구,1268.3038348889395
서울시,1248.9607588199196
괄호,1231.6526389172705
내용,1229.1009435576384
복지,1227.7909471917942
자분,1224.5695040054718
만안구,1213.3455778834925
구청,1188.3862148611033
필요,1171.4862666655788
사업,1133.5022991396977
안전,1115.917673440662
정책,1111.5936630121337
광명시,1111.0163491403166
포천시,1108.0943382224086
동명,1063.6366165065174
지자체,1063.0436482722494
계획,1055.1864284955952
교육,1024.9533287497322
본상,1024.4592473691353
출력,1019.420087168666
세대,1011.8590729005481
제도,1009.1974792460135
도시,1000.764454502948
동래구,1000.6582246981552
국가,985.780054400635
한자,950.5090444515251
한글,938.4559914997759
행정자치부,934.0999489597061
때문,920.9159057460848
이름,914.9333957079771
시행,893.8258842827519
표기법,887.2898424512682
상태,875.9523842255841
수정,872.0462459782211
신림동,844.8352497526939
안양,844.5138829403356
부천,836.4171863648975
거창군,832.5457016125499
Topic 2:
건물,122357.11762839346
도로,64176.144919703904
작업,52318.21068689563
번호,48348.573931966996
정비,41337.84041849315
부여,41175.55881421499
변경,34066.61755605527
구간,31825.273110019352
관리,26540.596476465926
입력,25654.239459129374
내용,24705.265390333236
번호판,23703.469597542946
삭제,23297.6937751832
생성,22829.480766713354
선택,22797.386800219316
등록,21657.635524809742
접수,19716.13342609313
폐지,18180.515041431197
지점,18146.310106053952
저장,17098.110844428866
자료,16645.701619848285
통계,15863.771369266882
수정,14268.026693894048
현황,13645.565168972907
위치,13163.34585037793
명판,12417.55816296434
정보,12404.527893792787
시설물,12028.106490033477
시설,11607.48454101491
설치,11139.874896689122
도로명,11088.921970447034
편집,10694.842458060999
신청,10605.432583561738
클릭,10534.29013085611
주소,9782.175120900716
카이스,9617.650399937416
오류,8896.771015494323
업무,8728.410676151198
일련번호,8717.640495192512
이동,8409.29069814092
목록,8228.506877061594
정정,7655.954766531466
신규,6988.221319123964
고시,6863.718156350936
처리,6835.723255859728
출입구,6723.571494706902
종속도,6707.786748952628
도로명주소,6698.868077791881
이력,6634.240688192998
직권,6266.800989238388
건축물대장,6179.968985152639
진행,5841.957296073867
대장,5692.7463185240895
연결선,5691.691288608269
부분,5575.939146948673
메뉴,5554.567899088442
도면,5535.264040208791
버튼,5198.806064794306
기재,5165.241322819937
검색,5110.810276211331
기준,5084.056034260563
민원,4708.288184765947
갱신,4659.777744051554
자동,4582.030624401587
일자,4581.47292471296
분할,4548.068069265189
데이터,4416.410018440569
대상,4287.917358946659
속성,4271.549365062081
파일,4172.619433334895
종속,4132.106353805203
통보,4097.147604846369
기존,4081.1697365853847
검토,3699.3146014786007
내역,3653.362139088872
광역,3596.6550550321413
구분,3524.9370109907613
연장,3497.126947522989
이미지,3496.8141875708725
광장,3491.9706500785933
개별,3386.2787410097835
배경,3356.6531970114706
중복,3323.8719784726095
상태,3241.97068808461
추출,3191.3466044874385
조회,3121.0123848529324
화면,2987.5075522465518
체크,2796.46561301379
실제,2764.1490824383422
도형,2749.5709529184346
주택,2733.106133458594
고지,2724.567262142908
지하,2694.2027462644523
호수,2677.978105866447
위계,2668.9227209590413
이상,2571.1803038568505
리스트,2546.0568512331065
누락,2511.39998418865
노드,2501.465731898717
제외,2493.2934669338483
Topic 3:
건물,122070.42309382872
변경,93822.13754646503
도로명주소,41605.83872978425
수정,37883.87654757236
주소,23650.247628805755
명칭,21202.006692320363
경기도,20943.220505125926
삭제,18781.828736882464
반영,18704.587596337296
시스템,15642.761117555565
건축물대장,10668.780667636604
정보,9557.654721014338
등록,8272.85129556986
사이트,8152.881990824399
빌딩,7998.539156770916
시청,7982.602552717437
상호,7519.069559324828
민원,6848.8123217967395
구청,6816.769036095866
용인시,6624.3925257766105
처리,6561.600840117252
회사,6085.170220753814
교회,5860.461158990584
토지,5858.143335900177
지적,5852.298672807004
수원시,5185.030948665387
담당자,5130.765127602483
남양주시,4843.152206085914
파주시,4587.913966365941
업데이트,4568.765322116312
내용,4204.98404391357
천안시,4136.88203434679
선생,3919.996432570292
부동산,3896.996146612738
빌라,3889.868728864971
전화,3766.5211088125097
건축,3763.739628194704
전라북도,3581.5096240322373
전달,3526.334776089119
익일,3472.1692638320174
이전,3377.551461831489
성남시,3358.112185597728
경기,3225.317657597227
학교,3187.2505661601103
우리,3186.9467175165664
홈페이지,3144.1593842915345
네이버,3116.2469187003003
시흥시,3050.2716146025928
안산시,3029.941465771709
정보과,2980.8988785863285
지자체,2977.6834906270233
건축물,2958.1515319176688
전주시,2901.5236525150144
포털,2901.416329007294
전북,2780.8641777447237
중앙,2758.48026950768
신청,2753.7410162482724
참고,2707.404293614341
산업,2634.3954137488345
경남,2621.265741946525
센터,2612.837553873585
하루,2559.7256959124607
이름,2541.310220644494
기관,2526.817044829668
증명서,2520.388313645755
익산시,2519.1505956041283
한국,2462.3057267786817
업체,2457.4586763024276
종합,2435.057192326319
처인구,2397.8347870810426
사업자,2342.3175853974817
대로,2330.2768425394643
병원,2138.3292791554513
서북구,2088.80968916011
기재,2047.004961989757
각종,2003.8026309380411
기흥구,1944.0229842195351
분당구,1912.1343322980495
공단,1902.957728749523
단원구,1870.973015208309
정정,1859.602104887655
등록증,1849.5116915583753
시기,1842.4927520287554
구로구,1833.5996457845856
민원인,1815.8703253916601
동남구,1803.4799582060627
영통구,1764.4499430216426
권선구,1756.810219159144
담당,1753.1476864309338
경상남도,1675.7165595472839
사상구,1627.3643639239594
주기,1616.9152408048776
완산구,1557.571094140492
택배,1549.0176261088295
기간,1544.4847714020732
어린이집,1530.7138296761614
충남,1520.6709461587013
수지구,1508.4872055127682
시간,1507.5761094691384
의정부시,1488.256284735121
Topic 4:
주소,121682.7666266504
도로명주소,119481.93387599531
지번,104076.8417667237
건물,57844.59945784085
부여,43992.7781782334
번지,28416.63764651039
검색,24515.064311971095
조회,18724.17979845427
지자체,15945.141663187145
도로명,15539.605767017973
토지,14550.001489908045
도로,8931.30840574597
소문,8486.738142213473
경기도,8042.586598017804
내용,7837.936308762026
경상남도,7656.444378576324
자체,6967.779439005084
경상북도,6600.800682325372
충청남도,6538.204660307254
주소지,5923.83772290665
창원시,5557.940264805033
번호,5547.63701491362
공사,5361.269175548021
전라남도,5077.706115683896
경북,4963.568682515246
경남,4813.083195000684
신청,4791.586856086126
청주시,4652.228677600916
충청북도,4345.380477928093
대표,4306.013676330753
관할지,4248.033681301434
민원,4008.6754938325507
신축,3819.688307376619
생활,3757.7365591944686
등록,3713.075119076213
충남,3666.0983050507743
강원도,3624.1246395370076
전남,3595.766066444988
주택,3420.018721393791
부분,3397.3397597540666
개념,3332.795813677046
분할,3302.298066258563
시청,3261.8666155166707
충북,3172.3190422049847
합병,3047.922257212374
지적,2998.547270895387
준공,2853.866240594768
이력,2755.5643032622397
김해시,2566.3730781749114
위치,2560.4088704607752
때문,2498.8157048700978
평택시,2412.4328752389265
아산시,2301.2075477219855
김포시,2276.3725570849306
마포구,2273.2670610004425
변경,2239.1042623487006
농협,2210.0435752437934
담당자,2146.030313713824
경주시,2128.6053518239037
화성시,2113.4589042944094
광주시,2098.2780716946654
구미시,2057.7869758769634
건축물,2056.270855345628
군청,2016.3124346785462
정확,2010.59285279062
제주시,1984.5785948009707
포항시,1941.7341533084937
현장,1900.799868740193
연락처,1894.1419873570346
필지,1863.787033619635
군산시,1793.706039464952
순천시,1780.1076288773133
하심,1687.5880488411458
제주특별자치도,1686.1937392003183
전라북도,1682.0002026073414
의창구,1607.681997262815
블럭,1566.3271388126923
부산광역시,1562.5099717634403
서귀포시,1551.149032578882
용산구,1525.9754173882984
지구,1519.1471042997587
검사,1486.2896449651423
흥덕구,1462.0749947978109
해운대구,1443.366802826524
당진시,1436.6036233548034
안성시,1430.205289839856
진해구,1419.06055693974
광산구,1413.474064268143
진주시,1409.5811386882986
여수시,1389.0653646878359
거주,1387.7651537441961
가설,1345.5485195853132
마산합포구,1319.3877507151633
대장,1317.824134645616
경산시,1304.5323971241703
마산회원구,1301.9845781735942
서원,1300.1573990260517
서산시,1289.9611771665188
성산구,1288.2704044229804
충주시,1163.759414343242
Topic 5:
주소,124978.43773848387
도로명주소,82891.9532205974
검색,68719.095817931
아파트,41546.71192406821
입력,39892.07525928402
도로명,35721.08648462527
사이트,29815.335551230266
우편번호,24424.505839750906
번호,22574.933210104573
서울특별시,21362.85718305604
조회,19749.73250480071
도움,16350.552043217947
경기도,15208.804975127918
건물,14143.768732128434
센터,10013.368237452114
지번,9169.132123626863
서구,8939.431817283601
번지,8672.200615177688
선택,6566.704066087709
남구,6466.978362563361
인천광역시,6152.22881598092
우편,5844.871735510695
동구,5805.048394418049
내용,5762.135829701904
인천,5709.391328760837
마을,5607.658619024728
북구,5494.85114723492
중구,5456.18670654497
도로,5267.227662465533
시스템,5207.257533698131
소문,5142.304280132163
서울시,4895.4371303448615
이용,4894.1763931920705
정상,4453.409743530804
시군,4245.573642311097
부산광역시,4004.490395228937
홈페이지,3923.585802389028
대구,3893.96712228154
강남구,3871.961517521021
대구광역시,3823.9073060544874
강서구,3818.716314694139
고양시,3789.1737997932646
주공,3590.0089303162094
사서함,3459.6523749100725
광주광역시,3281.9866382697464
주택,3274.532395990768
시도,3191.718587490072
송파구,3120.2707722203854
고객,3017.9247972123435
때문,3006.066202680627
강원도,2924.5286041184586
현대,2923.191102744808
부산,2918.5723158167116
대전,2915.8477182926968
우체국,2899.9548590344098
울산,2896.136262127119
대전광역시,2849.908737021959
일산,2698.457806320493
서초구,2604.7524452456096
공동,2594.188495138097
울산광역시,2563.377777144602
광주,2534.2031921241582
화성시,2504.44971894795
건물번호,2423.6918026575645
타운,2396.0893267665665
중앙,2340.920421265975
네이버,2340.1986861550627
빌라,2307.221303862598
기재,2256.261200185394
배송,2219.0569306613515
인터넷,2166.457902220375
항목,2161.185315889757
노원구,2155.9722075562368
남동구,2154.999653390186
중랑구,2121.727442019442
세종,2101.3264137894616
울주군,2086.729751988181
정보,2085.1573758631125
자리,2052.685452360641
부분,2045.9297963931547
통화,1968.49193648905
유성구,1889.8847984430588
덕양구,1861.1651715378034
구청,1839.9684098699288
영등포구,1789.2527689761696
삼성,1740.091957939482
부평구,1736.1590147344773
쇼핑몰,1727.9847516962707
성동구,1723.3508988056378
가입,1711.4512966005034
양천구,1705.2583130569567
강동구,1699.613274688092
택배,1689.613216138418
성북구,1684.19529019211
회원,1677.3789872644475
종로구,1674.8063966364596
가동,1647.3138427799383
어려움,1600.0476893067205
강북구,1565.972740193406
하심,1525.903438460881
